ID,Customer_ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
727,9150,4,20,Scientist,39827.34,13987.88,2,7,26,7,9,1,14.51,6,Standard,3796.67,27.09,8 Years and 0 Months,No,166.24,1074.17,Low_spent_Large_value_payments,170.97,Poor
728,3125,1,68,Teacher,147055.64,10504.66,2,3,5,3,2,0,7.65,11,Standard,1277.35,49.33,11 Years and 6 Months,No,997.42,358.67,High_spent_Small_value_payments,1323.5,Good
729,1364,2,43,Scientist,161033.39,1050.37,4,7,13,2,5,13,16.09,3,Bad,1402.6,42.13,26 Years and 11 Months,No,930.61,145.11,High_spent_Medium_value_payments,1102.66,Poor
730,7809,8,26,Mechanic,154719.1,8426.45,1,8,27,3,17,19,16.56,12,Bad,2248.57,30.97,11 Years and 5 Months,No,361.44,1255.86,High_spent_Large_value_payments,834.59,Poor
731,5621,5,59,Writer,83672.38,9734.91,9,4,12,0,1,7,13.44,5,Bad,3749.84,36.63,15 Years and 1 Months,No,1312.99,897.86,Low_spent_Small_value_payments,1123.63,Poor
732,6126,3,68,Architect,138974.56,14924.09,5,4,30,0,26,15,10.83,5,Standard,4621.6,43.28,9 Years and 3 Months,Yes,1209.87,994.16,High_spent_Medium_value_payments,1189.34,Poor
733,6122,2,33,Entrepreneur,26588.46,14944.15,5,1,32,4,38,4,-2.27,3,Good,1081.36,21.67,4 Years and 4 Months,Yes,1108.51,1528.68,High_spent_Medium_value_payments,1127.61,Standard
734,2646,1,41,Accountant,16841.61,12978.08,9,8,31,6,-3,1,13.94,3,Good,4410.08,22.97,6 Years and 9 Months,No,689.34,1376.15,High_spent_Large_value_payments,991.35,Standard
735,1918,2,67,Teacher,138050.19,1706.4,5,3,5,8,38,14,19.94,8,Standard,3021.86,20.75,29 Years and 1 Months,NM,340.34,1610.97,High_spent_Medium_value_payments,1321.03,Poor
736,3797,3,31,Accountant,82310.4,14336.52,8,2,2,6,45,3,2.54,10,Standard,4277.9,24.92,18 Years and 1 Months,NM,1173.27,176.86,Low_spent_Small_value_payments,634.53,Standard
737,7506,1,20,Writer,179243.38,9499.79,1,1,7,4,55,3,22.22,0,Bad,4241.04,23.58,6 Years and 6 Months,Yes,321.82,164.5,Low_spent_Small_value_payments,849.25,Poor
738,6870,4,51,Entrepreneur,26533.22,12172.59,1,2,1,2,45,9,15.53,12,Bad,1961.92,33.89,24 Years and 3 Months,No,730.4,1154.21,Low_spent_Large_value_payments,1454.07,Poor
739,2531,1,50,Engineer,155456.71,6582.14,4,3,3,7,27,20,3.31,4,Bad,3390.67,28.62,14 Years and 3 Months,Yes,568.04,1845.79,High_spent_Large_value_payments,558.37,Poor
740,9172,4,67,Writer,91597.12,5339.31,8,8,20,6,14,17,0.7,10,Good,4733.03,21.37,21 Years and 11 Months,No,303.0,1492.34,Low_spent_Medium_value_payments,1126.38,Poor
741,4345,1,41,Teacher,150615.53,7378.07,3,5,2,3,24,6,3.59,8,Good,3361.92,33.48,13 Years and 2 Months,No,921.95,1402.69,Low_spent_Small_value_payments,587.71,Standard
742,8673,8,26,Developer,148911.64,2885.62,1,9,21,0,38,4,21.57,8,Standard,2290.8,37.36,2 Years and 8 Months,NM,1473.11,708.01,Low_spent_Medium_value_payments,705.26,Standard
743,7949,7,30,Doctor,165718.64,5870.34,9,4,32,2,23,3,3.77,8,Standard,1859.81,31.11,22 Years and 11 Months,No,714.41,1138.28,High_spent_Medium_value_payments,503.45,Good
744,7882,3,19,Developer,60634.5,,9,8,20,7,15,23,18.91,1,Bad,716.57,27.81,24 Years and 1 Months,No,749.3,1392.31,High_spent_Large_value_payments,229.61,Poor
745,2906,3,24,Teacher,171465.89,1338.9,9,7,31,1,47,14,14.1,6,Good,4993.98,31.71,3 Years and 7 Months,No,559.11,1010.78,High_spent_Small_value_payments,1458.3,Poor
746,4086,1,65,Manager,35783.38,2942.47,9,5,33,8,5,17,14.14,13,Good,3289.09,35.6,8 Years and 2 Months,No,342.42,461.25,High_spent_Large_value_payments,670.96,Standard
747,9152,7,38,Developer,23934.69,2576.65,2,2,24,3,4,16,24.84,9,Standard,1382.79,33.08,29 Years and 7 Months,Yes,423.86,1357.82,Low_spent_Small_value_payments,419.02,Poor
748,6750,2,36,Architect,83374.64,6523.67,4,6,18,6,29,5,25.62,7,Good,372.24,22.8,23 Years and 2 Months,No,1313.73,1030.45,Low_spent_Small_value_payments,969.42,Good
749,9905,3,42,Writer,150814.9,14957.21,2,9,20,6,20,23,13.79,0,Bad,3769.6,33.71,10 Years and 7 Months,NM,1422.18,499.89,High_spent_Large_value_payments,166.4,Poor
750,2062,8,64,Manager,90481.59,3261.68,7,5,32,7,38,22,-2.71,1,Good,4275.36,41.61,5 Years and 8 Months,Yes,1239.35,1055.55,High_spent_Small_value_payments,815.11,Poor
751,2976,4,39,Entrepreneur,150978.74,2865.85,3,7,5,6,-2,24,0.64,0,Bad,2138.98,44.6,0 Years and 8 Months,NM,39.67,685.75,Low_spent_Medium_value_payments,861.18,Poor
752,2296,4,28,Doctor,134046.76,13793.79,9,5,2,3,51,0,28.2,12,Bad,4780.41,33.19,28 Years and 7 Months,No,911.7,133.48,High_spent_Large_value_payments,293.93,Poor
753,7229,5,50,Lawyer,45602.83,13325.12,7,9,26,6,33,2,-0.29,8,Bad,1642.4,49.81,11 Years and 9 Months,NM,823.91,944.68,High_spent_Small_value_payments,1439.42,Poor
754,8641,6,49,Entrepreneur,171309.88,1257.81,8,3,25,4,35,8,24.24,9,Bad,3780.31,45.29,7 Years and 7 Months,Yes,1162.15,1937.63,Low_spent_Large_value_payments,892.02,Poor
755,1125,7,38,Lawyer,20332.8,11474.22,9,9,22,6,30,4,13.91,10,Good,1314.91,26.46,14 Years and 9 Months,NM,1170.84,498.33,High_spent_Small_value_payments,333.93,Standard
756,5632,6,56,Architect,162707.55,10107.61,8,6,22,2,-2,5,-1.01,4,Good,1679.69,33.7,22 Years and 2 Months,No,657.17,882.02,High_spent_Large_value_payments,1250.16,Good
757,7288,6,37,Mechanic,61755.39,11701.92,7,6,11,6,7,12,27.18,3,Bad,3026.95,28.86,5 Years and 9 Months,No,431.3,1642.9,High_spent_Small_value_payments,460.56,Poor
758,4596,4,25,Architect,95025.17,7821.93,9,7,11,6,1,22,27.48,7,Standard,183.33,36.51,23 Years and 7 Months,NM,145.95,1899.65,Low_spent_Medium_value_payments,1094.86,Standard
759,7168,8,59,Architect,81799.82,14877.58,1,1,4,1,22,2,16.54,2,Standard,1054.1,26.72,3 Years and 7 Months,No,916.98,111.77,High_spent_Medium_value_payments,942.56,Standard
760,8561,8,54,Architect,39211.87,1422.63,4,5,33,7,53,22,8.61,7,Bad,881.73,21.06,7 Years and 10 Months,Yes,410.41,1499.36,Low_spent_Medium_value_payments,239.52,Poor
761,9258,5,26,Architect,70884.97,4128.08,4,2,18,6,31,2,16.26,2,Bad,1639.94,47.13,0 Years and 10 Months,Yes,1446.96,643.78,High_spent_Large_value_payments,141.71,Poor
762,1232,6,42,Architect,42798.85,6430.95,5,7,31,8,9,21,16.97,5,Standard,3887.32,35.59,4 Years and 6 Months,Yes,70.12,214.69,High_spent_Large_value_payments,911.27,Standard
763,7371,6,42,Scientist,44660.7,7186.85,8,3,28,3,24,23,16.77,3,Good,4538.01,47.45,29 Years and 7 Months,NM,1446.44,1511.47,High_spent_Medium_value_payments,1002.45,Poor
764,5206,1,50,Doctor,41799.66,13883.42,1,3,22,8,6,22,20.67,12,Good,63.36,23.54,8 Years and 10 Months,NM,743.63,941.95,High_spent_Small_value_payments,196.59,Standard
765,8943,1,19,Teacher,93132.95,8752.06,6,1,3,0,24,4,-2.65,13,Standard,1286.21,24.54,10 Years and 11 Months,Yes,909.88,414.17,High_spent_Small_value_payments,259.07,Standard
766,7891,1,36,Developer,145648.33,1440.58,9,5,7,4,-5,11,-1.41,14,Bad,126.94,26.79,13 Years and 5 Months,NM,875.3,1434.87,High_spent_Small_value_payments,75.14,Standard
767,7738,2,63,Writer,106724.91,6591.65,8,5,20,6,30,21,4.9,14,Bad,4306.22,33.71,15 Years and 9 Months,Yes,1129.06,442.19,Low_spent_Large_value_payments,201.75,Poor
768,3472,6,37,Manager,161845.12,6714.16,2,0,7,3,15,19,7.24,7,Good,993.67,46.4,12 Years and 4 Months,No,136.36,1258.48,Low_spent_Small_value_payments,882.12,Good
769,3739,8,59,Architect,118212.56,14509.97,7,7,7,6,26,17,17.33,6,Good,3853.49,39.51,23 Years and 5 Months,NM,1331.78,668.53,Low_spent_Medium_value_payments,300.95,Poor
770,6401,8,58,Mechanic,127187.82,9308.6,5,2,29,8,57,6,1.02,11,Bad,166.52,21.65,17 Years and 8 Months,Yes,1186.57,453.86,Low_spent_Medium_value_payments,432.99,Poor
771,2761,2,59,Accountant,123493.23,9826.25,2,0,26,4,7,19,13.94,4,Good,1991.92,32.22,28 Years and 11 Months,Yes,1275.25,79.39,High_spent_Large_value_payments,832.88,Standard
772,1876,8,46,Writer,86408.06,10928.19,1,9,3,4,31,21,1.49,12,Standard,1793.12,41.7,8 Years and 0 Months,Yes,728.07,312.86,Low_spent_Medium_value_payments,621.22,Poor
773,4812,5,23,Accountant,127187.6,,2,0,17,1,38,11,7.44,13,Standard,1646.67,29.67,24 Years and 4 Months,NM,1046.71,1869.22,High_spent_Small_value_payments,1267.84,Standard
774,2460,7,34,Manager,21850.32,9817.73,6,0,20,4,15,1,27.74,14,Good,2850.88,34.78,13 Years and 8 Months,No,685.9,901.25,High_spent_Small_value_payments,856.59,Standard
775,2733,4,42,Manager,156174.75,4168.16,8,4,34,7,12,15,26.35,12,Bad,1956.54,41.34,26 Years and 4 Months,NM,195.53,1690.01,High_spent_Medium_value_payments,198.1,Poor
776,2605,6,55,Writer,142228.06,13211.45,3,4,33,3,40,1,28.36,2,Standard,2016.15,48.95,9 Years and 5 Months,Yes,453.01,1521.08,Low_spent_Large_value_payments,576.48,Standard
777,6622,8,21,Developer,51689.09,11196.1,5,0,16,1,41,21,15.7,4,Good,946.02,30.0,8 Years and 6 Months,NM,417.62,1384.25,High_spent_Small_value_payments,388.15,Poor
778,7767,4,47,Mechanic,140565.52,11334.56,2,4,23,7,20,7,12.55,13,Good,2072.53,42.33,13 Years and 11 Months,No,249.05,1473.77,High_spent_Large_value_payments,388.48,Standard
779,7986,8,37,Scientist,12149.24,14951.11,8,6,4,3,-1,0,24.71,3,Bad,3705.46,42.42,3 Years and 5 Months,No,361.97,335.31,Low_spent_Small_value_payments,384.7,Poor
780,4517,7,20,Lawyer,46931.92,12195.88,4,4,33,4,-1,13,-2.21,7,Good,1615.44,36.28,7 Years and 4 Months,NM,747.77,493.24,High_spent_Medium_value_payments,627.57,Poor
781,4735,1,40,Manager,21073.33,12573.95,6,8,8,6,25,9,29.25,10,Standard,4285.43,44.4,12 Years and 3 Months,No,633.32,1556.97,Low_spent_Small_value_payments,198.1,Poor
782,9434,6,68,Developer,142638.58,14309.96,3,3,5,4,22,22,11.18,4,Good,830.66,36.08,22 Years and 11 Months,NM,493.75,1335.83,Low_spent_Medium_value_payments,378.59,Standard
783,3590,3,35,Mechanic,138498.61,2946.1,8,8,33,3,59,21,18.65,9,Bad,4233.17,38.75,18 Years and 3 Months,NM,1360.08,1623.27,Low_spent_Medium_value_payments,1052.2,Poor
784,2063,2,43,Manager,148318.12,7867.73,8,7,25,6,7,20,20.5,9,Good,3078.83,45.12,14 Years and 6 Months,No,1168.06,1371.55,Low_spent_Large_value_payments,1241.16,Standard
785,5324,2,53,Entrepreneur,10761.89,9044.05,3,0,7,3,12,12,17.01,4,Standard,2118.89,34.29,26 Years and 4 Months,Yes,3.78,1571.07,Low_spent_Small_value_payments,20.63,Poor
786,6342,6,25,Engineer,95209.56,5475.72,9,3,7,3,18,9,26.2,1,Standard,176.18,34.34,16 Years and 5 Months,NM,855.54,1165.49,High_spent_Medium_value_payments,125.18,Poor
787,1005,7,34,Lawyer,129822.15,12719.53,5,6,33,1,23,12,5.09,8,Good,632.84,37.73,13 Years and 8 Months,Yes,1049.81,1633.86,Low_spent_Small_value_payments,1282.57,Standard
788,8489,1,48,Entrepreneur,36418.19,11626.36,9,0,33,4,22,12,13.63,14,Bad,2071.29,44.13,9 Years and 2 Months,No,80.11,647.18,Low_spent_Small_value_payments,321.98,Poor
789,9659,2,54,Manager,120464.42,11036.54,7,7,29,7,39,23,10.06,5,Standard,4389.64,23.82,19 Years and 10 Months,Yes,171.0,135.89,High_spent_Small_value_payments,468.26,Poor
790,9195,1,62,Mechanic,24298.72,14959.52,3,1,32,3,5,0,19.64,10,Bad,4784.16,43.14,9 Years and 1 Months,NM,417.84,402.6,Low_spent_Small_value_payments,505.63,Poor
791,6966,5,50,Manager,40825.4,4483.22,6,7,29,1,45,4,8.83,0,Bad,4648.38,28.84,18 Years and 11 Months,No,920.75,303.48,Low_spent_Small_value_payments,1298.81,Poor
792,9837,4,44,Accountant,90885.46,11243.49,2,3,22,8,53,15,26.25,2,Standard,1370.41,22.13,20 Years and 5 Months,NM,1384.69,944.71,Low_spent_Medium_value_payments,244.14,Poor
793,1117,7,62,Writer,121106.08,8629.94,6,7,2,5,7,5,12.17,3,Good,1282.68,43.77,17 Years and 10 Months,No,728.78,1808.96,High_spent_Small_value_payments,1218.81,Good
794,3551,3,21,Writer,34797.75,5244.45,5,0,9,2,41,3,13.76,9,Bad,3697.57,24.35,1 Years and 11 Months,NM,1473.45,621.86,Low_spent_Large_value_payments,701.54,Poor
795,6560,4,39,Developer,41487.97,3080.33,3,4,29,4,37,9,12.27,9,Good,4702.76,26.4,21 Years and 0 Months,Yes,1405.11,1034.09,High_spent_Medium_value_payments,1174.75,Poor
796,5289,4,43,Manager,44755.88,13521.55,7,8,33,5,18,10,16.79,13,Bad,666.73,41.19,17 Years and 11 Months,NM,956.04,1630.15,High_spent_Large_value_payments,1032.08,Poor
797,1846,5,49,Mechanic,50579.14,9255.47,4,6,10,8,42,1,12.86,1,Standard,1887.92,36.94,11 Years and 3 Months,Yes,686.98,1742.19,High_spent_Small_value_payments,1098.15,Standard
798,7316,2,41,Accountant,48514.15,12514.06,6,2,28,4,57,23,27.81,12,Bad,4182.0,47.61,16 Years and 4 Months,NM,1022.37,556.42,Low_spent_Medium_value_payments,170.77,Poor
799,7469,3,63,Scientist,77175.35,8543.9,9,3,12,8,11,20,-0.41,10,Good,2459.93,48.63,15 Years and 2 Months,NM,1186.8,1046.61,Low_spent_Medium_value_payments,463.17,Poor
800,9915,2,52,Scientist,121144.24,3923.67,6,9,22,0,48,21,-4.53,12,Good,4211.82,29.42,25 Years and 0 Months,NM,1414.61,512.7,High_spent_Small_value_payments,340.74,Standard
801,1224,6,54,Accountant,84465.4,5593.19,4,6,6,3,8,8,13.26,9,Bad,583.76,29.73,19 Years and 0 Months,NM,1130.28,838.94,High_spent_Medium_value_payments,188.88,Standard
802,5208,4,49,Teacher,141915.56,6217.85,2,5,23,0,9,13,21.76,14,Bad,3885.14,26.29,1 Years and 10 Months,NM,587.33,784.63,High_spent_Small_value_payments,958.85,Poor
803,7283,6,24,Mechanic,132275.65,14615.67,9,3,34,1,4,1,17.69,3,Bad,1948.03,35.53,25 Years and 6 Months,No,739.95,128.13,High_spent_Medium_value_payments,1042.7,Standard
804,3048,1,50,Scientist,31509.58,879.99,4,2,16,1,16,4,28.7,1,Standard,3465.27,31.34,29 Years and 0 Months,Yes,70.52,54.68,Low_spent_Large_value_payments,212.22,Poor
805,7233,4,48,Teacher,18303.08,14796.46,4,1,10,4,7,11,1.38,14,Good,1465.76,20.44,5 Years and 3 Months,Yes,43.12,1235.83,High_spent_Large_value_payments,1152.76,Standard
806,2828,2,29,Mechanic,159250.07,14722.56,2,9,21,0,59,0,19.29,14,Bad,3459.5,31.85,5 Years and 11 Months,No,422.27,343.6,Low_spent_Medium_value_payments,430.24,Poor
807,2917,4,28,Entrepreneur,23571.28,14945.34,5,8,10,2,8,18,23.56,5,Good,3510.52,21.85,4 Years and 10 Months,NM,1209.15,296.7,High_spent_Small_value_payments,565.19,Poor
808,5234,1,41,Accountant,35217.66,7567.55,6,2,11,5,38,21,26.92,12,Good,2096.69,43.97,10 Years and 5 Months,Yes,478.87,716.33,Low_spent_Large_value_payments,1489.88,Poor
809,7988,5,25,Entrepreneur,13762.66,14486.09,6,6,21,0,33,23,13.5,9,Good,4845.93,47.87,4 Years and 1 Months,No,175.37,462.87,Low_spent_Medium_value_payments,287.98,Poor
810,3026,6,49,Architect,116817.18,6417.51,3,0,25,0,29,11,7.71,14,Good,2.44,28.87,9 Years and 3 Months,No,534.19,1490.95,High_spent_Small_value_payments,177.18,Standard
811,4744,8,55,Teacher,109003.0,1173.38,9,7,34,2,59,20,28.44,8,Bad,3371.04,39.52,22 Years and 3 Months,No,458.36,1298.55,Low_spent_Large_value_payments,402.76,Poor
812,1009,6,39,Teacher,177773.62,3985.73,7,0,31,8,21,11,22.7,0,Good,4543.6,22.66,20 Years and 1 Months,Yes,1483.98,1924.75,High_spent_Small_value_payments,1397.71,Good
813,1260,2,51,Developer,160778.51,14223.21,3,1,27,1,39,19,11.48,4,Good,4287.42,30.91,12 Years and 2 Months,No,1457.03,804.04,Low_spent_Large_value_payments,180.07,Poor
814,7038,4,36,Manager,79843.34,995.46,4,0,25,5,51,4,17.79,8,Standard,2823.59,37.28,20 Years and 3 Months,No,1105.39,53.06,High_spent_Large_value_payments,923.92,Poor
815,3219,2,69,Doctor,73169.59,8553.12,7,3,32,2,16,19,4.75,10,Bad,4478.76,23.13,18 Years and 1 Months,Yes,1243.4,1693.7,Low_spent_Small_value_payments,1189.62,Poor
816,8041,5,37,Doctor,60464.85,1873.54,8,1,11,5,28,1,16.52,6,Good,539.66,31.31,11 Years and 8 Months,No,380.79,245.41,Low_spent_Medium_value_payments,1383.56,Good
817,3060,4,31,Mechanic,35909.18,4866.83,6,0,26,6,3,13,13.9,13,Good,2717.4,48.66,17 Years and 8 Months,Yes,806.51,537.59,Low_spent_Large_value_payments,717.05,Standard
818,6287,8,50,Entrepreneur,33474.22,2050.92,4,0,33,6,44,16,-3.63,10,Bad,4906.55,24.98,3 Years and 9 Months,NM,1497.74,1260.8,Low_spent_Large_value_payments,686.54,Poor
819,2619,4,27,Entrepreneur,32488.23,13005.31,2,1,33,1,48,23,25.3,5,Bad,4957.78,38.61,8 Years and 8 Months,Yes,484.82,923.19,High_spent_Medium_value_payments,1241.41,Poor
820,9512,8,33,Manager,29399.51,9193.2,8,5,13,2,52,14,12.16,6,Good,3395.8,45.0,25 Years and 4 Months,Yes,1479.29,1383.76,Low_spent_Small_value_payments,293.76,Poor
821,2342,2,21,Entrepreneur,50887.05,13609.91,1,1,14,3,56,16,11.79,13,Standard,838.26,43.14,22 Years and 3 Months,NM,282.39,387.57,High_spent_Medium_value_payments,693.24,Poor
822,3832,2,44,Writer,62133.67,10574.62,9,1,1,7,32,1,4.92,12,Standard,564.62,43.14,27 Years and 10 Months,No,930.21,1170.97,Low_spent_Small_value_payments,956.6,Standard
823,3824,1,45,Lawyer,173468.43,14588.61,8,7,5,4,21,20,1.87,8,Bad,4612.23,21.77,25 Years and 3 Months,No,1172.91,908.08,High_spent_Large_value_payments,1050.14,Poor
824,2994,7,60,Architect,108340.45,8040.26,3,4,30,0,58,7,5.2,2,Bad,4403.29,49.21,0 Years and 9 Months,No,889.77,1174.52,High_spent_Large_value_payments,167.77,Poor
825,4490,7,33,Lawyer,177891.28,9869.69,4,7,18,8,-3,9,17.75,7,Standard,1577.01,41.81,29 Years and 8 Months,Yes,463.36,1763.99,High_spent_Medium_value_payments,1300.74,Good
826,8984,5,69,Teacher,73319.38,8983.59,4,7,12,0,5,2,-1.58,0,Standard,4657.81,48.63,9 Years and 7 Months,NM,1220.98,1066.91,High_spent_Medium_value_payments,1227.37,Standard
827,2604,7,50,Engineer,87796.53,7676.5,2,1,34,1,18,10,6.65,9,Standard,652.63,49.38,8 Years and 0 Months,NM,302.62,1481.87,Low_spent_Small_value_payments,475.57,Standard
828,1235,1,65,Scientist,65178.37,12812.62,5,6,14,6,23,8,29.26,5,Standard,1472.46,30.71,1 Years and 10 Months,No,645.43,1488.17,Low_spent_Small_value_payments,714.57,Standard
829,2908,6,36,Scientist,41090.9,9952.26,3,8,16,2,2,14,4.5,8,Standard,3220.63,36.3,14 Years and 7 Months,No,419.61,1324.14,High_spent_Medium_value_payments,576.06,Poor
830,9567,8,38,Manager,34338.0,12178.63,1,7,11,5,13,21,28.83,0,Bad,853.35,41.88,23 Years and 0 Months,No,743.09,966.82,High_spent_Medium_value_payments,1471.65,Poor
831,4530,4,39,Doctor,170663.46,11966.37,2,8,33,7,42,10,-1.33,4,Bad,4945.32,45.47,9 Years and 4 Months,NM,581.12,6.75,Low_spent_Large_value_payments,875.99,Poor
832,6256,2,26,Engineer,177757.82,3512.84,7,7,15,4,34,2,22.79,7,Bad,1112.84,49.13,21 Years and 4 Months,No,268.65,242.32,Low_spent_Medium_value_payments,405.7,Standard
833,3635,4,26,Manager,17634.61,10032.32,1,3,10,0,10,6,10.39,14,Bad,1226.6,49.23,21 Years and 6 Months,NM,1112.83,1086.2,High_spent_Medium_value_payments,1118.92,Poor
834,9162,4,26,Teacher,35558.8,,2,9,3,2,58,22,1.82,9,Good,2372.98,29.83,10 Years and 9 Months,Yes,264.93,87.67,Low_spent_Small_value_payments,1232.46,Poor
835,3560,3,44,Engineer,81999.1,9083.15,7,6,11,1,2,6,22.56,14,Standard,3892.5,40.41,21 Years and 2 Months,No,818.47,90.57,Low_spent_Large_value_payments,1089.19,Poor
836,6415,6,34,Scientist,41676.69,10419.57,1,8,11,5,-1,3,-4.76,10,Standard,602.46,24.41,21 Years and 8 Months,Yes,1206.87,252.25,High_spent_Small_value_payments,125.28,Good
837,4391,3,61,Mechanic,71859.67,14960.74,7,8,16,4,19,5,7.15,5,Bad,3337.22,44.32,21 Years and 5 Months,NM,724.9,466.28,High_spent_Large_value_payments,431.6,Poor
838,6951,7,62,Teacher,31946.38,1233.7,8,3,30,6,47,18,16.17,5,Standard,496.86,24.79,4 Years and 10 Months,Yes,1330.29,1999.26,High_spent_Large_value_payments,543.65,Poor
839,6468,4,25,Manager,87607.0,2095.64,2,6,1,1,43,13,3.08,13,Good,473.61,46.72,0 Years and 4 Months,Yes,643.21,240.66,High_spent_Large_value_payments,325.31,Poor
840,9007,8,33,Developer,56188.08,1893.78,4,5,34,5,15,3,6.64,2,Good,206.98,49.37,10 Years and 0 Months,No,1456.06,542.4,Low_spent_Large_value_payments,722.02,Good
841,7413,2,35,Writer,69823.86,6456.73,7,2,19,4,45,18,-1.8,7,Good,2723.09,22.59,15 Years and 7 Months,No,37.35,1365.73,High_spent_Medium_value_payments,479.25,Poor
842,7941,8,50,Accountant,26033.15,12466.55,1,9,34,5,40,18,24.86,13,Bad,2179.85,35.37,29 Years and 11 Months,NM,1186.61,1353.34,Low_spent_Medium_value_payments,54.69,Poor
843,5820,4,18,Teacher,82781.77,12785.6,6,5,4,4,3,16,9.78,0,Standard,1536.78,27.94,28 Years and 0 Months,NM,1061.79,1749.56,High_spent_Large_value_payments,978.07,Poor
844,3898,6,29,Teacher,177153.79,11265.11,5,7,10,6,58,20,0.09,11,Good,2635.56,34.1,7 Years and 3 Months,NM,916.61,1221.34,High_spent_Medium_value_payments,653.95,Standard
845,8546,8,23,Writer,65901.62,13535.67,6,1,17,4,17,18,1.97,3,Good,2509.24,28.81,18 Years and 3 Months,NM,444.16,531.61,High_spent_Large_value_payments,42.16,Standard
846,1077,3,58,Architect,158992.98,5384.61,8,2,16,6,54,11,4.63,7,Standard,2369.41,21.97,29 Years and 1 Months,Yes,916.07,478.43,High_spent_Large_value_payments,1399.35,Standard
847,8577,2,22,Mechanic,153343.85,2051.8,1,7,21,0,53,16,3.03,5,Standard,862.26,31.82,18 Years and 3 Months,NM,891.86,1659.8,High_spent_Large_value_payments,976.55,Standard
848,5227,4,33,Writer,171849.93,1625.77,3,3,28,8,2,14,12.62,10,Good,4484.75,26.14,8 Years and 9 Months,Yes,224.1,195.56,Low_spent_Small_value_payments,110.92,Good
849,1600,5,35,Lawyer,144318.62,12900.28,9,3,8,5,58,8,26.68,8,Good,3100.12,36.48,1 Years and 2 Months,NM,1319.77,961.74,High_spent_Small_value_payments,1334.1,Standard
850,2065,6,66,Lawyer,122131.46,11172.2,8,1,29,8,48,19,1.44,0,Standard,636.46,40.42,27 Years and 11 Months,No,801.92,965.65,Low_spent_Large_value_payments,631.29,Standard
851,3136,6,35,Teacher,155619.36,10720.34,4,9,6,0,9,24,10.87,14,Bad,1277.31,32.16,19 Years and 2 Months,NM,133.58,1478.02,Low_spent_Large_value_payments,359.41,Poor
852,7943,5,18,Architect,22859.6,5623.4,9,0,30,1,46,15,18.24,14,Standard,3822.93,26.11,18 Years and 8 Months,Yes,587.35,1990.99,Low_spent_Small_value_payments,69.01,Poor
853,8804,8,36,Scientist,88681.21,6194.65,7,6,2,6,45,17,1.43,1,Bad,3882.06,25.75,4 Years and 10 Months,Yes,324.78,992.57,High_spent_Large_value_payments,1117.23,Poor
854,7565,4,25,Architect,178173.56,14405.21,2,3,31,3,-2,17,0.39,12,Good,3628.7,20.07,8 Years and 5 Months,Yes,252.95,1550.82,Low_spent_Large_value_payments,1453.98,Good
855,6984,6,20,Lawyer,140832.03,1706.03,1,5,25,0,28,3,0.44,11,Bad,3952.33,41.07,9 Years and 7 Months,Yes,1419.55,1703.05,Low_spent_Large_value_payments,277.97,Poor
856,6142,2,42,Architect,173552.81,,1,7,23,4,18,3,25.87,13,Bad,2991.01,27.59,0 Years and 7 Months,Yes,1012.25,68.17,Low_spent_Large_value_payments,625.37,Standard
857,5670,4,22,Architect,142537.84,5196.79,3,6,21,3,15,20,19.89,0,Good,1443.85,49.12,16 Years and 8 Months,Yes,452.38,1271.5,High_spent_Large_value_payments,356.27,Standard
858,3190,4,57,Developer,158729.93,1354.58,2,6,16,5,-4,0,6.77,10,Good,1788.32,42.41,2 Years and 8 Months,Yes,1017.53,1768.74,High_spent_Large_value_payments,858.7,Good
859,3712,3,36,Mechanic,130110.04,11344.5,4,5,4,6,1,4,26.59,3,Bad,2548.19,28.86,7 Years and 6 Months,NM,1204.56,1440.89,Low_spent_Large_value_payments,1306.94,Poor
860,3192,6,35,Teacher,139285.34,5498.95,8,3,8,2,50,11,28.37,12,Standard,1230.11,24.77,27 Years and 0 Months,NM,475.4,1546.95,Low_spent_Medium_value_payments,196.05,Standard
861,2248,6,67,Entrepreneur,98940.26,11054.49,5,3,6,5,29,13,8.94,8,Standard,4266.57,38.73,22 Years and 1 Months,NM,1477.22,1621.88,High_spent_Medium_value_payments,447.32,Poor
862,5033,5,48,Developer,167120.41,10848.69,5,8,27,1,20,9,12.87,3,Good,3734.78,45.94,1 Years and 8 Months,No,1322.18,38.83,High_spent_Medium_value_payments,246.99,Standard
863,2997,3,50,Mechanic,150256.61,8393.97,6,4,24,3,12,17,7.53,8,Good,4900.03,37.53,29 Years and 8 Months,Yes,1195.7,1857.72,High_spent_Large_value_payments,343.01,Poor
864,4687,8,64,Scientist,153460.44,,5,8,6,8,58,20,2.96,5,Standard,2076.29,20.33,27 Years and 0 Months,NM,1072.87,1812.46,Low_spent_Medium_value_payments,194.89,Poor
